artists,album_name,track_name,danceability,energy,track_genre
Pixel Terror;EMELINE,Chroma,Chroma,0.574,0.737,dub
ARMNHMR;RUNN,Falling Apart,Falling Apart,0.406,0.692,dub
nøll;Gina Livia;damnboy!,i...,i...,0.484,0.696,dub
MYRNE;Aviella,Afterdark,Afterdark,0.608,0.571,dub
Pixel Terror,Millennia,Millennia,0.339,0.802,dub
ILLENIUM;Dabin;Lights,Hearts on Fire,Hearts on Fire,0.365,0.765,dub
Whales;Fraxo;Lox Chatterbox,Dead To Me Slow + Reverb,Dead To Me - Original Mix,0.443,0.766,dub
Krewella;Yellow Claw;Taylor Bennett,New World,New World,0.681,0.768,dub
ILLENIUM;Valerie Broussard;NURKO,Sideways,Sideways,0.474,0.792,dub
DAY 7,Dream Away,Dream Away,0.657,0.331,dub
ILLENIUM;Josh Golden,ASCEND,That’s Why (with GOLDN),0.487,0.621,dub
Sullivan King,Someone Else,Someone Else,0.363,0.763,dub
SLANDER;if found;Danni Carra,Getting Late (feat. Danni Carra),Getting Late (feat. Danni Carra),0.43,0.811,dub
Trivecta;Amidy;RØRY,Riptide,Riptide,0.296,0.719,dub
Fairlane,Believer,Believer,0.69,0.875,dub
Feint;Laura Brehm,We Won't Be Alone,We Won't Be Alone,0.377,0.858,dub
ILLENIUM;Georgia Ku,ASCEND,Hold On (with Georgia Ku),0.506,0.744,dub
Tritonal;Ross Lynch;R5,Painting With Dreams,I Feel The Love,0.555,0.813,dub
MVSE,UNI VERSE,Die In Your Arms,0.506,0.669,dub
SLANDER;Ganja White Night,Miss You,Miss You,0.392,0.472,dub
Koven;ROY KNOX,About Me,About Me,0.517,0.943,dub
William Black;Fairlane,Broken,Broken,0.49,0.828,dub
Abandoned;Nilka,Sunlight,Sunlight,0.482,0.662,dub
William Black;Fairlane;Dia Frampton,Butterflies,Butterflies,0.563,0.72,dub
GhostDragon;Caslow;Red Comet;Alina Renae,Stories,Love Ain't Changin,0.543,0.771,dub
MYRNE;JPB;Yung Fusion,Feels Right (Radio Edit),Feels Right,0.447,0.948,dub
GG Magree,Deja Reve,Deja Reve,0.611,0.618,dub
Krewella,zer0,Greenlights,0.548,0.835,dub
SLANDER;Kiiara,Thrive,Nothing Hurts Like Goodbye (with Kiiara),0.672,0.683,dub
Rebel Scum;Dani King;Centrix,Calm Before The Storm,Calm Before The Storm,0.445,0.984,dub
The Wailers,Burnin',"Get Up, Stand Up",0.799,0.572,dub
Miles Away;Exede,Miles Away,Clear,0.577,0.79,dub
ILLENIUM;Skylar Grey;Paul van Dyk,From The Ashes (with Skylar Grey) [Paul van Dyk Remix],From The Ashes (with Skylar Grey) - Paul van Dyk Remix,0.574,0.967,dub
Cidade Verde Sounds,Flores,Flores,0.749,0.44,dub
Sugar Minott,Sugar Minott Masterpiece,We've Got A Good Thing Going,0.849,0.525,dub
Cidade Verde Sounds,Missão de Paz,Mensagem Antiga,0.762,0.547,dub
Jackie Mittoo,The Keyboard King at Studio One,Darker Shade of Black,0.689,0.564,dub
Max Romeo;The Upsetters,Twisted Halloween Hits,Chase The Devil,0.825,0.62,dub
Israel Vibration,Supa Chill,"The Same Song (12"" Version)",0.904,0.422,dub
Seven Lions;SLANDER;Dabin;Dylan Matthew,First Time (feat. Dylan Matthew),First Time (feat. Dylan Matthew),0.422,0.677,dub
Borgore;Sikdope,Unicorn Zombie Apocalypse,Unicorn Zombie Apocalypse,0.676,0.885,dub
Seven Lions;Blastoyz;Fiora,After Dark (feat. Fiora),After Dark (feat. Fiora),0.558,0.976,dub
Sister Nancy,One Two,Bam Bam,0.722,0.605,dub
ILLENIUM,Awake,Leaving,0.302,0.64,dub
ILLENIUM;Liam O'Donnell,Ashes,It’s All on U,0.498,0.82,dub
Said The Sky;Origami;Jack Newsome,Wide-Eyed,Affection,0.316,0.653,dub
ILLENIUM;Liam O'Donnell;T-Mass;LZRD,Ashes (Remixes),It's All on U - T-Mass & LZRD Remix,0.536,0.784,dub
Flux Pavilion,Lines in Wax,I Can't Stop,0.513,0.775,dub
Said The Sky;Claire Ridgely,Wide-Eyed,Show & Tell,0.667,0.86,dub
SLANDER;Subtronics;JT Roach,Gravity,Gravity,0.631,0.862,dub
ILLENIUM;Dia Frampton,Awake,Needed You,0.412,0.717,dub
Krewella,Get Wet,Enjoy the Ride,0.556,0.873,dub
ILLENIUM;Thirty Seconds To Mars,Wouldn’t Change A Thing,Wouldn’t Change A Thing,0.487,0.852,dub
Hairitage,High Life,High Life,0.606,0.989,dub
ILLENIUM;Matt Maeson,Heavenly Side,Heavenly Side,0.442,0.748,dub
Tristam;Braken,Frame of Mind,Frame of Mind,0.435,0.725,dub
Bihler,Tilt,Tilt,0.411,0.566,dub
ILLENIUM;RUNN,Awake,Free Fall,0.429,0.525,dub
ILLENIUM;Excision;HALIENE,Fallen Embers,In My Mind,0.344,0.663,dub
ILLENIUM;Chandler Leighton,ASCEND,Lonely (with Chandler Leighton),0.451,0.402,dub
ILLENIUM;Call Me Karizma,God Damnit (with Call Me Karizma),God Damnit (with Call Me Karizma),0.68,0.618,dub
Seven Lions;Vancouver Sleep Clinic,Call On Me (feat. Vancouver Sleep Clinic),Call On Me (feat. Vancouver Sleep Clinic),0.323,0.695,dub
Krewella,The Body Never Lies,Drive Away,0.502,0.874,dub
ILLENIUM;Said The Sky,Awake,Where'd U Go,0.463,0.638,dub
Whales;ggnoaa,Paranoia,Paranoia,0.525,0.754,dub
Culture Code;Caslow;Nina Sung,Wish You The Best,Wish You The Best,0.639,0.65,dub
DJ Noiz;Bina Butta;Kennyon Brown,Lady Love (Remix),Lady Love - Remix,0.872,0.663,dub
LIONE;Heather Sommer;William Black,Glimmer (William Black Remix),Glimmer - William Black Remix,0.431,0.761,dub
Said The Sky;Parachute;Will Anderson,Sentiment,Emotion Sickness,0.465,0.7,dub
Rob Gasser;Chime,Whole (Rob Gasser Remix),Whole - Rob Gasser Remix,0.773,0.844,dub
Culture Code;Harley Bird,Feel Again feat. Harley Bird,Feel Again feat. Harley Bird,0.728,0.588,dub
GG Magree,Dichotomy,Dichotomy (Intro),0.549,0.442,dub
Highlnd,Hangover Heartache,Hangover Heartache,0.584,0.714,dub
Blanke;REAPER,Gaming Music 2020,Death Rattle,0.692,0.956,dub
NURKO;Dayce Williams,Eternity (feat. Dayce Williams),Eternity (feat. Dayce Williams),0.459,0.71,dub
Whales;Jo Cohen,Love Is Gone,Love Is Gone,0.568,0.89,dub
William Black;Amidy,Pieces,Closer Than You,0.501,0.505,dub
Awakend;Herrin;Luma,Feels Like a Dream,Feels Like a Dream,0.538,0.688,dub
ILLENIUM;Kerli,Awake,Sound of Walking Away,0.362,0.79,dub
Moore Kismet,Wasteland,Wasteland,0.563,0.836,dub
WE ARE FURY;Gallie Fisher,DUALITY,Nightmares,0.263,0.536,dub
Inhaler,These Are The Days,These Are The Days,0.51,0.955,dub
BaianaSystem,Terapia,Terapia,0.79,0.814,dub
BaianaSystem;BNegão,ATO 1: Navio Pirata,Reza Forte,0.844,0.915,dub
BaianaSystem,Duas Cidades,Dia da Caça,0.486,0.867,dub
BaianaSystem,Duas Cidades,"Jah Jah Revolta, Pt. 2",0.776,0.8,dub
Israel Vibration,Reggae Knights,My Master's Will,0.867,0.544,dub
Althea And Donna,70s Summer Party,Uptown Top Ranking,0.872,0.495,dub
Burning Spear,Supa Chill,Greetings,0.804,0.334,dub
Dion Timmer,Shiawase,Shiawase,0.606,0.952,dub
Manila Killa;Nick Lopez;San Holo,Mean It,Mean It,0.664,0.548,dub
NURKO;Autrey,So Far Gone,So Far Gone,0.505,0.61,dub
ILLENIUM;Annika Wells,Crawl Outta Love,Crawl Outta Love,0.376,0.723,dub
Krewella,Alibi,Alibi,0.678,0.826,dub
nøll;damnboy!,voicemails,voicemails,0.753,0.558,dub
MitiS;SOUNDR,Homesick (feat. SOUNDR),Homesick (feat. SOUNDR),0.374,0.659,dub
Excision;ILLENIUM;Shallows,Gold (Stupid Love),Gold (Stupid Love),0.363,0.735,dub
ILLENIUM;Annika Wells,Paper Thin,Nightlight,0.494,0.651,dub
Zomboy,Lone Wolf,Lone Wolf,0.502,0.981,dub
MARAUDA;Scarlxrd,HEAVE,HEAVE,0.393,0.99,dub
ILLENIUM;Bahari,Crashing (feat. Bahari),Crashing (feat. Bahari),0.582,0.681,dub
Porter Robinson,Nurture,Get Your Wish,0.541,0.685,dub
Said The Sky,Sentiment,Treading Water,0.345,0.471,dub
ILLENIUM;Ember Island,Awake,Let You Go,0.355,0.513,dub
NURKO;Luma,Breathe Without,Breathe Without,0.454,0.809,dub
Krewella;Nucleya;MOTi,"zer0 (The Remixes, Pt. 1)",Good On You - MOTi Remix,0.533,0.8,dub
Ookay;Flux Pavilion,Thief (Flux Pavilion Remix),Thief - Flux Pavilion Remix,0.55,0.858,dub
Tisoki;byblood;Cry4Tre,1953,ALL NIGHT,0.723,0.89,dub
Tristam;Braken,Flight,Flight,0.433,0.758,dub
ILLENIUM;Krewella;SLANDER,Fallen Embers,Lay It Down,0.413,0.537,dub
SLANDER;Dylan Matthew,Love Is Gone (The Remixes),Love Is Gone,0.442,0.387,dub
Black Tiger Sex Machine;Hairitage;Hyro The Hero,Cheatcode,Cheatcode,0.467,0.934,dub
Bear Grillz;Stryer;Meg & Dia,Float,Float,0.538,0.767,dub
Porter Robinson,Nurture,Something Comforting,0.474,0.558,dub
Blanke;Donna Tella,Stuck On You (feat. Donna Tella),Stuck On You (feat. Donna Tella),0.417,0.851,dub
INF1N1TE;Semidubs,CLOSE MY EYES,CLOSE MY EYES,0.469,0.957,dub
Fairlane;Ilsey,Uncover You,Uncover You,0.535,0.788,dub
ILLENIUM;Dabin;Lights;Timmy Trumpet,Hearts on Fire (The Remixes),Hearts on Fire - Timmy Trumpet Remix,0.606,0.782,dub
Excision;Wooli,Name Drop,Name Drop,0.319,0.983,dub
Culture Code;James Roche;Karra,Make Me Move (James Roche Remix),Make Me Move - James Roche Remix,0.502,0.858,dub
Isolated,Circus,Circus,0.655,0.589,dub
Awakend;Rickie Nolls,Let You Go,Let You Go,0.331,0.899,dub
Sonic Journey,Falling for You,Falling for You,0.408,0.679,dub
SLANDER;Dylan Matthew,Thrive,Replay (with Dylan Matthew),0.209,0.634,dub
ILLENIUM;Anna Clendening,ASCEND,Broken Ones (with Anna Clendening),0.545,0.668,dub
SLANDER;Kiiara,Nothing Hurts Like Goodbye (with Kiiara),Nothing Hurts Like Goodbye (with Kiiara),0.672,0.683,dub
Gregory Isaacs,Night Nurse (Expanded Edition),Night Nurse,0.824,0.366,dub
Ekali;Wafia,Refresh - Pop To Cool Down,Be Fine,0.511,0.675,dub
BaianaSystem,Cabeça de Papel,Cabeça de Papel,0.724,0.833,dub
BaianaSystem;Orquestra Afrosinfônica,Fogo (Versão Estendida),Fogo (Versão Estendida),0.455,0.738,dub
Radiola Santa Rosa;Xis,Eu Viajei no Meu Rádio,Eu Viajei no Meu Rádio,0.7,0.87,dub
BaianaSystem,Invisível,Invisível,0.725,0.618,dub
BaianaSystem,Forasteiro,Forasteiro,0.685,0.732,dub
BaianaSystem;Cássia Eller,O Segundo Sol,O Segundo Sol,0.383,0.711,dub
Cidade Verde Sounds,O Jogo,O Jogo,0.561,0.835,dub
BaianaSystem;BNegão,OXEAXEEXU,Reza Forte,0.838,0.914,dub
Steel Pulse,True Democracy,Leggo Beast,0.82,0.681,dub
Cidade Verde Sounds,Missão de Paz,Plantando Ganja,0.9,0.704,dub
BaianaSystem,Duas Cidades,Bala na Agulha,0.688,0.864,dub
Ookay,Thief,Thief,0.57,0.797,dub
Tristam,Violence,Violence,0.3,0.546,dub
SLANDER;Eric Leva,Superhuman,Superhuman,0.569,0.727,dub
Seven Lions;Myon;Shane 54;Tove Lo,Worlds Apart,Strangers,0.577,0.706,dub
yetep;Kyle Reynolds,Petals from a Rose,Petals from a Rose,0.468,0.611,dub
Feint,Do Better,Do Better,0.389,0.912,dub
Said The Sky;Yuppycult;Electra Mustaine,Wide-Eyed,Just Us,0.748,0.581,dub
Dabin;Claire Ridgely,Wild Youth,Part-Time Lover,0.465,0.77,dub
Porter Robinson,Nurture,Musician,0.617,0.737,dub
Kai Wachi,Sin,Sin,0.523,0.941,dub
ILLENIUM;Echos,Ashes,Afterlife,0.452,0.622,dub
Porter Robinson;Totally Enormous Extinct Dinosaurs,Nurture,Unfold,0.177,0.531,dub
Matt Komo;Emily Zeck,Out of Sight,Out of Sight,0.555,0.784,dub
ILLENIUM;Natalie Taylor,Fallen Embers,Fragments,0.408,0.783,dub
Skrux;MISSIO,Our Fragment,Our Fragment,0.491,0.684,dub
PEEKABOO;XAELO,When I'm Gone,When I'm Gone,0.486,0.605,dub
MitiS;Adara,'Til the End,Moments,0.498,0.778,dub
SLANDER;Au5;shYbeast;PLYA,"Anywhere (feat. shYbeast, PLYA)","Anywhere (feat. shYbeast, PLYA)",0.383,0.843,dub
ILLENIUM;Joni Fatora,Ashes,Sleepwalker,0.308,0.844,dub
Tritonal;Angel Taylor;Koven,Getaway (Remixes),Getaway - Koven Remix,0.488,0.914,dub
Krewella;Nucleya,zer0,Good on You,0.7,0.725,dub
Crankdat;Tisoki,Wobble,Wobble,0.623,0.985,dub
Highlnd;Rachel Lorin,How To Love,How To Love,0.485,0.873,dub
Slippy;SOUNDR,Lone / Feel Alive,Feel Alive,0.517,0.865,dub
Krewella,Get Wet,Live for the Night,0.499,0.843,dub
ILLENIUM;Kameron,ASCEND,Pray (feat. Kameron),0.487,0.694,dub
WRATHE;MEDZ,Firelight,Firelight,0.442,0.721,dub
Max Romeo,Best Of,Chase The Devil,0.874,0.591,dub
Hi I'm Ghost,Death Rail,Death Rail,0.353,0.992,dub
Zeds Dead;Blanke,The Machines,The Machines,0.504,0.888,dub
Silent Poets;Leila Adu,dawn,Asylums for the feeling feat. Leila Adu,0.402,0.426,dub
ILLENIUM;X Ambassadors;Alan Walker,ASCEND (Remixes),In Your Arms (with X Ambassadors) [Alan Walker Remix],0.501,0.692,dub
GG Magree,Loving You Kills Me,Loving You Kills Me,0.606,0.882,dub
Inhaler,It Won't Always Be Like This,My Honest Face,0.419,0.969,dub
Jason Ross;HOLT,Hate This Kind of Love (feat. HOLT),Hate This Kind of Love (feat. HOLT),0.574,0.794,dub
DJ Noiz;Mikey Mayz,Still The One,Still The One,0.686,0.462,dub
Eek-A-Mouse,Wa-Do-Dem,Ganja Smuggling,0.78,0.427,dub
HALIENE,Heavenly,Forgive You Anyway,0.503,0.768,dub
BaianaSystem;Makavelli;Jaymitta,ATO 1: Navio Pirata,Nauliza,0.618,0.945,dub
BaianaSystem,O Futuro Não Demora,Navio,0.591,0.873,dub
BaianaSystem;Buguinha Dub;Curumin;Edgar,Futuro Dub,Sonar (Adubado),0.694,0.82,dub
Mad Professor;Alika,The Very Best of Mad Professor,The Lion of Judah,0.773,0.436,dub
Good Vibe,Tribo,Reggae Good Vibe,0.768,0.621,dub
Cidade Verde Sounds,Missão de Paz,Missão de Paz,0.725,0.544,dub
Augustus Pablo,Calling 1000 Dreadlocks,End of Slavery,0.582,0.489,dub
Augustus Pablo,Calling 1000 Dreadlocks,Meditation Rock,0.689,0.404,dub
Augustus Pablo,Calling 1000 Dreadlocks,Rocking Warrior,0.605,0.578,dub
Augustus Pablo,Calling 1000 Dreadlocks,Natty Ah Suffer I,0.591,0.426,dub
Augustus Pablo,Calling 1000 Dreadlocks,Marcus the Prophet,0.596,0.374,dub
Sensimilla Dub,Dois por Um,Dropando a Onda,0.604,0.708,dub
Ekali;Au/Ra,A World Away,Drown (feat. Au/Ra),0.33,0.796,dub
Crankdat,Redo,Redo,0.62,0.935,dub
Direct;Park Avenue,Cold Ground,I'll Go,0.396,0.579,dub
Said The Sky;Caly Bevier,Sentiment,Gold,0.497,0.442,dub
LIONE,Revive,Revive,0.517,0.826,dub
NURKO;Dia Frampton,Faith,Faith,0.558,0.608,dub
ILLENIUM;Valerie Broussard;NURKO,Fallen Embers,Sideways,0.474,0.792,dub
yetep;Olmos,Daisies,Daisies,0.316,0.582,dub
Far Out;Alina Renae,Chains,Chains,0.432,0.837,dub
Feint;CoMa,Snake Eyes,Snake Eyes,0.501,0.815,dub
SLANDER;RØRY;Dylan Matthew,Walk On Water - Love Is Gone pt. 2,Walk On Water - Love Is Gone pt. 2,0.474,0.571,dub
Krewella,New World Pt. 1,Calm Down,0.708,0.475,dub
Floatinurboat;ELLIØT,Limbo,Limbo,0.524,0.483,dub
Porter Robinson,Nurture,Lifelike,0.455,0.373,dub
Porter Robinson,Nurture,Mirror,0.534,0.668,dub
Mendum,NCS: Infinity,Elysium,0.331,0.512,dub
Whales;Shiah Maisel,Fall Down,Fall Down,0.559,0.686,dub
Zeds Dead;Dragonette;DNMO,Northern Lights (Remixes),Neck And Neck - DNMO Remix,0.601,0.591,dub
yetep;Caslow;Lexi Scatena,First Place,First Place,0.563,0.809,dub
Said The Sky;The Maine,Sentiment,"Go on Then, Love",0.558,0.852,dub
Ahee;Sømething,The Action,The Action,0.742,0.796,dub
Kill The Noise;Feed Me,OCCULT CLASSIC,I Do Coke,0.774,0.895,dub
Porter Robinson;Amy Millan,Worlds,Divinity,0.496,0.55,dub
Habstrakt;NGHTMRE,The One (The Remixes),The One - NGHTMRE Remix,0.504,0.945,dub
Far Out,Apex,Apex,0.541,0.919,dub
Skrude,Hadean EP,Locust - VIP,0.601,0.942,dub
Crankdat;Bandlez,Ground Shake,Ground Shake,0.63,0.984,dub
ILLENIUM;BANNERS,Fallen Embers (Deluxe Version),Hurts Like This,0.617,0.795,dub
Last Heroes;Man Cub;KC,Start It Over (feat. KC),Start It Over (feat. KC),0.504,0.838,dub
N3WPORT;Meggie York,Runaway,Runaway,0.479,0.623,dub
Man Cub,Breathe Again,Breathe Again,0.489,0.825,dub
Seven Lions;Blastoyz;ERV ELLO,Reason For Fighting (feat. ERV ELLO),Reason For Fighting (feat. ERV ELLO),0.467,0.931,dub
William Black;Matte;RUNN,Take Me,Take Me,0.48,0.752,dub
Sonic Journey,Crying For Love,Crying For Love,0.482,0.756,dub
Spag Heddy,The Classics,Permanent,0.652,0.957,dub
William Black;RØRY,Pages,Drown the Sky,0.499,0.714,dub
Seven Lions;SLANDER;Dabin;Dylan Matthew,First Time (feat. Dylan Matthew) [Acoustic],First Time (feat. Dylan Matthew) - Acoustic,0.558,0.337,dub
ILLENIUM;Jon Bellion;Tiësto,ASCEND (Remixes),Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix],0.563,0.81,dub
ILLENIUM;Teddy Swims;Mike Williams,All That Really Matters (Remixes),All That Really Matters - Mike Williams Remix,0.623,0.897,dub
Dodge & Fuski;Virus Syndicate,All Killer No Filler EP,Flat Line,0.699,0.945,dub
BaianaSystem;Orquestra Afrosinfônica;Antonio Carlos & Jocafi,Água (Versão Estendida),Água (Versão Estendida),0.74,0.8,dub
Danakil,Rien ne se tait,Monde de fous,0.814,0.599,dub
BaianaSystem;Samba de Lata de Tijuaçú,O Futuro Não Demora,Redoma,0.779,0.918,dub
BaianaSystem;VANDAL,O Futuro Não Demora,CertoPeloCertoh,0.726,0.72,dub
Cidade Verde Sounds,Acústico,Nunca É Tarde - Acústico,0.745,0.538,dub
Jackie Mittoo,The Keyboard King at Studio One,Black Organ,0.837,0.598,dub
BaianaSystem;As Ganhadeiras de Itapuã,Duas Cidades,Panela,0.666,0.761,dub
Black Uhuru,Guess Who's Coming To Dinner,Shine Eye Gal,0.804,0.285,dub
King Tubby,Calling 1000 Dreadlocks,Six Million Dollar Rock Dub,0.75,0.751,dub
Ernest Ranglin,Best Afrodance Tunes,Stop That Train,0.766,0.375,dub
Kai Wachi;Dylan Matthew,Run,Run,0.506,0.581,dub
LIONE,Revive (Acoustic Version),Revive - Acoustic Version,0.428,0.411,dub
Tristam,Bone Dry,Bone Dry,0.553,0.857,dub
Seven Lions;Ellie Goulding,Don't Leave,Don’t Leave,0.523,0.716,dub
Inhaler,It Won't Always Be Like This,Totally,0.618,0.718,dub
GHASTLY;Madalen Duke,Haunted Haus,Smoke,0.636,0.44,dub
Seven Lions;Echos;MitiS,Cold Skin (The Remixes),Cold Skin - MitiS Remix,0.519,0.874,dub
Far Out;Ruby Chase,Lost with You,Lost with You,0.314,0.556,dub
Krewella;Asim Azhar,zer0,Paradise,0.651,0.803,dub
Krewella;Yellow Claw,Rewind,Rewind,0.704,0.882,dub
Animadrop,Aethra,Aethra,0.463,0.921,dub
Whales;Dutch Melrose,Souvenir,Souvenir,0.449,0.71,dub
Oski,DIABOLICAL,CAKE SHAKE,0.652,0.969,dub
SLANDER;Jason Ross;JT Roach,Better Than Heaven,Better Than Heaven,0.472,0.793,dub
ILLENIUM,Take You Down,Take You Down,0.285,0.694,dub
SLANDER;Synymata;neverwaves,When I'm With You (feat. neverwaves),When I'm With You (feat. neverwaves),0.403,0.75,dub
ILLENIUM;Bahari,To All The Boys: P.S. I Still Love You (Music From The Netflix Film),Crashing (feat. Bahari),0.585,0.68,dub
Highlnd;Alex Venegas,Dry Blood,Dry Blood,0.615,0.842,dub
Cookie Monsta;Flux Pavilion;Koven,I'm Delighted,I'm Delighted,0.363,0.759,dub
Abandoned;GalaxyTones;DNAKM,Luna,Luna,0.528,0.706,dub
Krewella,zer0,Ghost,0.67,0.878,dub
Blanke;SOUNDR,Think Of Me (feat. SOUNDR),Think Of Me (feat. SOUNDR),0.561,0.651,dub
Zomboy,Valley Of Violence,Valley Of Violence,0.378,0.967,dub
Sullivan King;Ray Volpe,The Dead March,The Dead March,0.481,0.995,dub
Just A Gent;McCall,URCA,Iris in the Dark,0.791,0.749,dub
Oscar N,By Your Side,By Your Side,0.489,0.867,dub
Moore Kismet;WYN,Rumor,Rumor,0.633,0.644,dub
if found,Dead of Night,Dead of Night,0.469,0.868,dub
Seven Lions;So Below,Every Time (feat. So Below),Every Time (feat. So Below),0.352,0.871,dub
Animadrop,When A Champion Falls,When A Champion Falls,0.428,0.84,dub
Jason Ross;Blanke;Chandler Leighton,One More Day (with Chandler Leighton),One More Day (with Chandler Leighton),0.444,0.719,dub
Adventure Club;Prince Fox;Justin Jesso,Love // Chaos,Come Clean (feat. Justin Jesso),0.63,0.454,dub
N3WPORT;Medyk,Stars Belong With You,Stars Belong With You,0.441,0.484,dub
Jason Ross;MitiS;Dia Frampton,Take You Home (feat. Dia Frampton),Take You Home (feat. Dia Frampton),0.505,0.73,dub
Zeds Dead;Subtronics;Flowdan,Gassed Up,Gassed Up,0.643,0.985,dub
SLANDER;Ashley Drake,Thrive,Halfway Down (with Ashley Drake),0.424,0.58,dub
DJ Noiz;Bina Butta,Akiliz (Remix),Akiliz - Remix,0.857,0.491,dub
QUIX;Linney,Take My Breath Away (feat. Linney),Take My Breath Away (feat. Linney),0.549,0.892,dub
SLANDER;NGHTMRE,Thrive,Monster,0.361,0.773,dub
Man Cub;JEN,Impressions,Good Enough,0.48,0.713,dub
Miles Away;RUNN;AYMEN,Happy Tears,Happy Tears,0.554,0.68,dub
WE ARE FURY;Elijah Cruise,Poem of a Killer,Poem of a Killer,0.541,0.825,dub
WE ARE FURY;Micah Martin,Signal Fires,Demons,0.508,0.843,dub
Red Lion,Mary Hu Anna,Mary Hu Anna,0.614,0.288,dub
Red Lion,Vida Boa,Pra Baixo & Pra Cima,0.766,0.664,dub
Datune,Changer d'air,Cette fois,0.691,0.706,dub
Seven Lions;Lights,Beyond The Veil,Stop Thinking (feat. Lights),0.387,0.595,dub
Seven Lions;Mija,Beyond The Veil,Never Learn (feat. Mija),0.439,0.544,dub
Culture,420 Reggae,The International Herb,0.826,0.559,dub
BaianaSystem,Duas Cidades,Calamatraca,0.657,0.72,dub
Porter Robinson,Language,Language,0.738,0.613,dub
Said The Sky;Dabin;Olivver the Kid,Hero,Hero,0.561,0.666,dub
ILLENIUM;Quinn XCII,Ashes,With You,0.676,0.697,dub
STUCA,Henny (VIP),Henny - VIP,0.597,0.985,dub
Dabin;RUNN,Wild Youth,Alive,0.383,0.566,dub
Sikdope;Gentlemens Club;Tima Dee,Ballin,Ballin,0.724,0.913,dub
ATLiens;Badrapper,IMMA,IMMA,0.814,0.747,dub
Said The Sky;Boy In Space,Sentiment,Spider,0.55,0.619,dub
Papa Khan,Get To U,Get To U,0.673,0.737,dub
Excision,Dimension,Dimension,0.398,0.928,dub
Fairlane;TRØVES,Crumble,Crumble,0.484,0.709,dub
SVDDEN DEATH,VOYD Vol. 1.5,Behemoth VIP,0.849,0.878,dub
ILLENIUM;Dabin;Lights,Fallen Embers,Hearts on Fire,0.365,0.765,dub
Danny Olson;JT Roach;Don Diablo,Hide and Seek (Don Diablo Edit),Hide and Seek - Don Diablo Edit,0.369,0.452,dub
ILLENIUM;Jon Bellion,Good Things Fall Apart (with Jon Bellion) - Stripped,Good Things Fall Apart (with Jon Bellion) - Stripped,0.575,0.314,dub
Krewella,New World Pt. 1,Be There,0.583,0.722,dub
Virus Syndicate;Whales,Asking For,Asking For,0.711,0.955,dub
Inhaler,Falling In,Fade Into You,0.468,0.362,dub
ILLENIUM;Echos,ASCEND,Every Piece Of Me (with Echos),0.343,0.321,dub
Hellberg;Aaron Richards,Synchronize (VIP / Acoustic),Synchronize - VIP,0.486,0.756,dub
nøll;Danni Carra,In My Head,In My Head,0.576,0.65,dub
12th Planet;Bandlez;Barely Alive;Chibs;Dirtyphonics;Disciple;Dodge & Fuski;Eliminate;Fox Stevenson;Infekt;Modestep;MVRDA;Myro;Oliverse;PhaseOne;SampliFire;Terravita;Virus Syndicate;Virtual Riot,Disciple Alliance Vol. 5,We Don't Play,0.592,0.937,dub
Miles Away;AXYS;RYYZN,18,18,0.559,0.744,dub
Trivecta;Jay Mason,Sail Away (feat. Jay Mason),Sail Away (feat. Jay Mason),0.308,0.727,dub
Israel Vibration,Strength of My Life,Cool and Calm,0.795,0.415,dub
William Black;Forester,Pieces,Need You Now,0.588,0.719,dub
Synymata;Elle Vee,Where Does Love Go,Where Does Love Go,0.463,0.568,dub
ILLENIUM;Tom DeLonge;Angels & Airwaves;Headhunterz,Paper Thin (Headhunterz Remix),Paper Thin - Headhunterz Remix,0.398,0.799,dub
Dubscribe,Space Cat,Right Riot VIP,0.347,0.943,dub
Zomboy,Dead Man Walking Pt. 1,Dead Man Walking,0.46,0.963,dub
Whales;Qoiet,Hearteater,Hearteater,0.574,0.84,dub
Caster;EMOTIONA,Spellbound,Spellbound,0.531,0.942,dub
